Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Churn,Customer Value
10,0,45,2,2698,70,17,36,2,1,1,0,129.06
18,0,45,3,4080,94,47,31,3,1,1,0,136.5
11,0,45,2,2665,51,300,21,4,1,1,0,84.975
20,0,44,4,9420,133,159,46,3,1,1,0,330.3
14,0,45,2,14078,181,15,47,3,1,1,0,426.84
14,0,45,3,4820,95,17,28,4,1,1,0,74.85
13,0,45,2,6223,107,22,15,3,1,1,0,193.29
16,0,45,0,2543,66,23,20,4,1,2,0,41.595
32,0,45,5,15445,237,69,35,3,2,1,0,484.05
11,0,45,3,3400,39,498,11,4,1,1,0,125.7
16,0,44,2,15790,194,165,33,3,1,1,0,523.2
10,0,44,3,6805,98,201,29,4,1,1,0,132.225
7,0,44,0,1180,26,15,14,3,1,2,0,39.9
9,0,45,0,1015,26,28,11,3,1,2,0,38.85
7,0,44,0,305,12,15,3,3,1,2,1,13.65
10,0,44,2,7813,139,399,46,3,1,1,0,354.09
14,0,44,3,11770,166,26,50,4,1,1,0,180.45
15,0,44,3,7023,87,123,40,3,1,1,0,247.59
30,1,40,0,1260,59,31,20,3,1,2,1,47.1
28,0,43,10,10740,105,16,45,5,2,1,0,54.5
20,0,43,3,6123,110,41,27,3,1,1,0,195.99
8,0,41,2,3145,34,15,17,4,1,1,0,49.425
16,1,42,0,3295,53,24,19,3,1,2,1,106.05
16,1,43,0,2573,56,49,34,4,1,2,1,45.945
7,0,43,0,438,14,15,5,3,1,2,1,17.64
8,0,43,2,1973,37,15,9,4,1,1,0,31.845
10,0,40,3,7090,109,29,25,5,1,1,0,36.9
7,0,43,0,933,19,24,7,4,1,2,1,17.595
7,0,43,3,643,16,19,5,5,1,1,0,4.165
32,0,38,5,16380,250,15,83,2,2,1,0,743.85
13,0,41,5,7270,128,286,36,3,2,1,0,303.9
9,0,43,2,4023,94,17,31,3,1,1,0,125.79
10,0,42,0,1970,56,53,23,4,1,2,0,37.5
13,0,43,2,3085,65,190,26,3,1,1,0,149.55
11,0,34,3,1620,48,208,14,3,2,1,0,111
11,0,33,2,1873,51,45,71,5,1,1,0,11.615
18,0,34,0,1005,37,25,10,3,1,2,0,37.65
7,0,33,0,1130,22,36,6,4,1,2,0,22.35
17,0,32,2,1530,44,34,16,2,1,1,0,84.15
9,0,32,2,3530,73,23,26,4,1,1,0,56.4
9,0,25,2,2000,38,43,17,3,1,1,0,72.9
23,0,24,3,6697,153,100,45,2,2,1,0,346.365
19,0,22,2,9237,183,88,43,5,1,1,0,50.585
15,0,23,5,3157,57,46,22,4,1,1,0,54.255
9,0,16,3,4695,52,230,13,3,1,1,0,209.85
10,0,16,3,1792,31,15,10,3,1,1,1,58.26
19,0,41,2,5385,88,37,19,3,1,1,0,172.65
11,0,42,0,1333,22,22,6,3,1,2,0,46.59
21,0,40,2,3468,77,374,26,3,1,1,0,216.24
21,0,41,2,5213,83,16,37,1,1,1,0,322.38
14,0,41,2,3408,75,17,35,2,1,1,0,161.01
22,0,41,3,4790,99,47,30,3,1,1,0,157.8
15,0,41,2,3375,56,300,20,4,1,1,0,95.625
24,0,40,4,10130,138,159,45,3,1,1,0,351.6
18,0,41,2,14788,186,15,46,3,1,1,0,448.14
18,0,41,3,5530,100,17,27,4,1,1,0,85.5
17,0,41,2,6933,112,22,14,3,1,1,0,214.59
20,0,41,0,3253,71,23,19,4,1,2,0,52.245
36,0,41,5,16155,242,69,34,3,2,1,0,505.35
15,0,41,3,4110,44,498,10,4,1,1,0,136.35
20,0,40,2,16500,199,165,32,2,1,1,0,816.75
14,0,40,3,7515,103,201,28,3,1,1,0,285.75
11,0,40,0,1890,31,15,13,2,1,2,0,91.8
13,0,41,0,1725,31,28,10,3,1,2,0,60.15
11,0,40,0,1015,17,15,2,3,1,2,1,34.95
14,0,40,2,8523,144,399,45,3,1,1,0,375.39
18,0,40,3,12480,171,26,49,4,1,1,0,191.1
19,0,40,3,7733,92,123,39,2,1,1,0,403.335
34,1,36,0,1970,64,31,19,3,2,2,1,68.4
32,0,39,10,11450,110,16,44,5,1,1,0,58.05
24,0,39,3,6833,115,41,26,3,1,1,0,217.29
12,0,37,2,3855,39,15,16,3,1,1,0,120.15
20,1,38,0,4005,58,24,18,3,1,2,1,127.35
20,1,39,0,3283,61,49,33,4,1,2,1,56.595
11,0,39,0,1148,19,15,4,3,1,2,1,38.94
12,0,39,2,2683,42,15,8,4,1,1,0,42.495
14,0,36,3,7800,114,29,24,5,1,1,0,40.45
11,0,39,0,1643,24,24,6,4,1,2,1,28.245
11,0,39,3,1353,21,19,4,5,1,1,0,7.715
36,0,34,5,17090,255,15,82,2,2,1,0,775.8
17,0,37,5,7980,133,286,35,3,2,1,0,325.2
13,0,39,2,4733,99,17,30,3,1,1,0,147.09
14,0,38,0,2680,61,53,22,4,1,2,0,48.15
17,0,39,2,3795,70,190,25,2,1,1,0,256.275
15,0,30,3,2330,53,208,13,3,2,1,0,132.3
15,0,29,2,2583,56,45,70,5,1,1,0,15.165
22,1,30,0,1715,42,25,9,3,1,2,1,58.95
11,0,29,0,1840,27,36,5,4,1,2,0,33
21,0,28,2,2240,49,34,15,2,1,1,0,116.1
13,0,28,2,4240,78,23,25,3,1,1,0,134.1
13,0,21,2,2710,43,43,16,3,1,1,0,94.2
27,0,20,3,7407,158,100,44,2,2,1,0,378.315
23,0,18,2,9947,188,88,42,5,1,1,0,54.135
19,0,19,5,3867,62,46,21,3,1,1,0,129.81
13,0,12,3,5405,57,230,12,3,1,1,0,231.15
14,1,12,3,2502,36,15,9,3,1,1,1,79.56
7,0,39,0,3965,66,0,19,3,1,1,0,118.95
0,0,40,0,0,0,0,0,3,1,2,0,0
9,0,38,0,2048,55,341,26,3,1,1,0,163.74
9,0,39,0,3793,61,0,37,1,1,1,0,227.58
2,0,39,0,1988,53,0,35,2,1,1,0,89.46
10,0,39,1,3370,77,14,30,3,1,1,0,105.3
3,0,39,0,1955,34,267,20,3,1,1,0,138.75
12,0,38,2,8710,116,126,45,3,1,1,0,299.1
6,0,39,0,13368,164,0,46,3,1,1,0,401.04
6,0,39,1,4110,78,0,27,3,1,1,0,123.3
5,0,39,0,5513,90,0,14,3,1,1,0,165.39
8,0,39,0,1833,49,0,19,3,1,2,0,54.99
24,0,39,3,14735,220,36,34,3,1,1,0,452.85
3,0,39,1,2690,22,465,10,3,1,1,0,220.2
8,0,38,0,15080,177,132,32,2,1,1,0,738
2,0,38,1,6095,81,168,28,3,1,1,0,233.25
0,0,38,0,470,9,0,13,2,1,2,0,21.15
1,0,39,0,305,9,0,10,3,1,2,0,9.15
0,0,38,0,0,0,0,0,2,1,2,1,0
2,0,38,0,7103,122,366,45,3,1,1,0,322.89
6,0,38,1,11060,149,0,49,4,1,1,0,165.9
7,0,38,1,6313,70,90,39,2,1,1,0,324.585
22,0,34,0,550,42,0,19,3,1,2,1,16.5
20,0,37,8,10030,88,0,44,5,1,1,0,50.15
12,0,37,1,5413,93,8,26,2,1,1,1,247.185
0,0,35,0,2435,17,0,16,3,1,1,0,73.05
8,1,36,0,2585,36,0,18,3,1,2,1,77.55
8,0,37,0,1863,39,16,33,3,1,2,1,60.69
0,0,37,0,0,0,0,0,3,1,2,1,0
0,0,37,0,1263,20,0,8,4,1,1,0,18.945
2,0,34,1,6380,92,0,24,5,1,1,0,31.9
0,0,37,0,223,2,0,6,4,1,2,1,3.345
0,0,37,1,0,0,0,0,5,1,1,0,0
24,1,32,3,15670,233,0,82,2,1,1,0,705.15
5,0,35,3,6560,111,253,35,2,2,1,0,409.05
1,0,37,0,3313,77,0,30,3,1,1,0,99.39
2,0,36,0,1260,39,20,22,3,1,2,0,43.8
5,0,37,0,2375,48,157,25,2,1,1,0,177.525
3,0,28,1,910,31,175,13,2,2,1,0,119.7
3,0,27,0,1163,34,12,70,4,1,1,0,19.245
10,0,28,0,295,20,0,9,3,1,2,0,8.85
0,0,27,0,420,5,3,5,4,1,2,0,6.75
9,0,26,0,820,27,1,15,2,1,1,0,37.35
1,0,26,0,2820,56,0,25,3,1,1,0,84.6
1,0,19,0,1290,21,10,16,2,1,1,0,62.55
15,0,18,1,5987,136,67,44,2,2,1,0,299.565
11,0,16,0,8527,166,55,42,5,1,1,0,45.385
7,0,17,3,2447,40,13,21,3,1,1,0,77.31
1,0,10,1,3985,35,197,12,3,1,1,0,178.65
2,1,10,1,1082,14,0,9,3,1,1,1,32.46
13,0,40,1,4675,77,12,19,3,1,1,0,143.85
5,0,41,0,623,11,14,6,3,1,2,0,22.89
15,0,39,1,2758,66,366,26,3,1,1,0,192.54
15,0,40,1,4503,72,8,37,1,1,1,0,274.98
8,0,40,1,2698,64,9,35,2,1,1,0,125.46
16,0,40,2,4080,88,39,30,3,1,1,0,134.1
9,0,40,1,2665,45,292,20,3,1,1,0,167.55
18,0,39,3,9420,127,151,45,3,1,1,0,327.9
12,0,40,1,14078,175,7,46,3,1,1,0,424.44
12,0,40,2,4820,89,9,27,3,1,1,0,147.3
11,0,40,1,6223,101,14,14,3,1,1,0,190.89
14,0,40,0,2543,60,15,19,3,1,2,0,80.79
30,0,40,4,15445,231,61,34,3,1,1,0,481.65
9,0,40,2,3400,33,490,10,3,1,1,0,249
14,0,39,1,15790,188,157,32,2,1,1,0,781.2
8,0,39,2,6805,92,193,28,3,1,1,0,262.05
5,0,39,0,1180,20,7,13,2,1,2,0,56.25
7,0,40,0,1015,20,20,10,3,1,2,0,36.45
5,0,39,0,305,6,7,2,2,1,2,1,16.875
8,0,39,1,7813,133,391,45,3,1,1,0,351.69
12,0,39,2,11770,160,18,49,4,1,1,0,179.25
13,0,39,2,7023,81,115,39,2,1,1,0,367.785
28,1,35,0,1260,53,23,19,3,1,2,1,44.7
26,0,38,9,10740,99,8,44,5,1,1,0,54.1
18,0,38,2,6123,104,33,26,2,1,1,0,290.385
6,0,36,1,3145,28,7,16,3,1,1,0,96.45
14,1,37,0,3295,47,16,18,3,1,2,1,103.65
14,0,38,0,2573,50,41,33,4,1,2,1,44.745
5,0,38,0,438,8,7,4,3,1,2,1,15.24
6,0,38,1,1973,31,7,8,4,1,1,0,30.645
8,0,35,2,7090,103,21,24,5,1,1,0,36.5
5,0,38,0,933,13,16,6,4,1,2,1,16.395
5,0,38,2,643,10,11,4,5,1,1,0,3.765
30,0,33,4,16380,244,7,82,2,2,1,0,740.25
11,0,36,4,7270,122,278,35,3,2,1,0,301.5
7,0,38,1,4023,88,9,30,3,1,1,0,123.39
8,0,37,0,1970,50,45,22,3,1,2,0,72.6
11,0,38,1,3085,59,182,25,2,1,1,0,220.725
9,0,29,2,1620,42,200,13,3,2,1,0,108.6
9,0,28,1,1873,45,37,70,5,1,1,0,11.215
16,0,29,0,1005,31,17,9,3,1,2,0,35.25
5,0,28,0,1130,16,28,5,4,1,2,0,21.15
15,0,27,1,1530,38,26,15,2,1,1,0,80.55
7,0,27,1,3530,67,15,25,3,1,1,0,110.4
7,0,20,1,2000,32,35,16,3,1,1,0,70.5
21,0,19,2,6697,147,92,44,2,2,1,0,342.765
17,0,17,1,9237,177,80,42,5,1,1,0,50.185
13,0,18,4,3157,51,38,21,3,1,1,0,106.11
7,0,11,2,4695,46,222,12,3,1,1,0,207.45
8,1,11,2,1792,25,7,9,3,1,1,1,55.86
13,0,40,1,4675,77,12,19,3,1,1,0,143.85
5,0,41,0,623,11,14,6,3,1,2,0,22.89
15,0,39,1,2758,66,366,26,3,1,1,0,192.54
15,0,40,1,4503,72,8,37,1,1,1,0,274.98
8,0,40,1,2698,64,9,35,2,1,1,0,125.46
16,0,40,2,4080,88,39,30,3,1,1,0,134.1
9,0,40,1,2665,45,292,20,3,1,1,0,167.55
18,0,39,3,9420,127,151,45,3,1,1,0,327.9
12,0,40,1,14078,175,7,46,3,1,1,0,424.44
12,0,40,2,4820,89,9,27,3,1,1,0,147.3
11,0,40,1,6223,101,14,14,3,1,1,0,190.89
14,0,40,0,2543,60,15,19,3,1,2,0,80.79
30,0,40,4,15445,231,61,34,3,2,1,0,481.65
9,0,40,2,3400,33,490,10,3,1,1,0,249
14,0,39,1,15790,188,157,32,2,1,1,0,781.2
8,0,39,2,6805,92,193,28,3,1,1,0,262.05
5,0,39,0,1180,20,7,13,2,1,2,0,56.25
7,0,40,0,1015,20,20,10,3,1,2,0,36.45
5,0,39,0,305,6,7,2,2,1,2,1,16.875
8,0,39,1,7813,133,391,45,3,1,1,0,351.69
12,0,39,2,11770,160,18,49,4,1,1,0,179.25
13,0,39,2,7023,81,115,39,2,1,1,0,367.785
28,1,35,0,1260,53,23,19,3,1,2,1,44.7
26,0,38,9,10740,99,8,44,5,2,1,0,54.1
18,0,38,2,6123,104,33,26,2,1,1,0,290.385
6,0,36,1,3145,28,7,16,3,1,1,0,96.45
14,1,37,0,3295,47,16,18,3,1,2,1,103.65
14,1,38,0,2573,50,41,33,4,1,2,1,44.745
5,0,38,0,438,8,7,4,3,1,2,1,15.24
6,0,38,1,1973,31,7,8,4,1,1,0,30.645
8,0,35,2,7090,103,21,24,5,1,1,0,36.5
5,1,38,0,933,13,16,6,4,1,2,1,16.395
5,0,38,2,643,10,11,4,5,1,1,0,3.765
30,0,33,4,16380,244,7,82,2,2,1,0,740.25
11,0,36,4,7270,122,278,35,3,2,1,0,301.5
7,0,38,1,4023,88,9,30,3,1,1,0,123.39
8,0,37,0,1970,50,45,22,3,1,2,0,72.6
11,0,38,1,3085,59,182,25,2,1,1,0,220.725
9,0,29,2,1620,42,200,13,3,2,1,0,108.6
9,0,28,1,1873,45,37,70,5,1,1,0,11.215
16,0,29,0,1005,31,17,9,3,1,2,0,35.25
5,0,28,0,1130,16,28,5,4,1,2,0,21.15
15,0,27,1,1530,38,26,15,2,1,1,0,80.55
7,0,27,1,3530,67,15,25,3,1,1,0,110.4
7,0,20,1,2000,32,35,16,3,1,1,0,70.5
21,0,19,2,6697,147,92,44,2,2,1,0,342.765
17,0,17,1,9237,177,80,42,5,1,1,0,50.185
13,0,18,4,3157,51,38,21,3,1,1,0,106.11
7,0,11,2,4695,46,222,12,3,1,1,0,207.45
8,1,11,2,1792,25,7,9,3,1,1,1,55.86
